ISBN,Average_Rating
2070426815,3.5
2290305251,4.0
2070364283,3.6
2266128566,
2070363104,5.0
2253152277,4.0
2207252000,4.3
2253170453,4.0
2723409821,5.0
2070415686,4.0
2258036992,4.5
2207251756,5.0
2266000489,4.15
2070360423,3.3
0394822862,
0874493803,
1569870942,
1579730272,3.0
0307177092,3.0
2253004898,4.25
0812094271,5.0
0380600129,3.85
0451522389,3.6
0425169324,3.5
082176828X,3.1
0316693324,3.65
0553283685,4.1
1841215457,
0064410358,
0007108648,
0064472930,3.25
0590629824,3.5
0743412273,4.1
8420725927,3.5
0140089586,3.5
0316140651,3.5
1559277785,3.5
0345367898,4.15
0205280854,4.5
0553110721,4.4
1558534245,5.0
0553580272,3.85
1560980087,5.0
0679412271,4.5
0803281730,5.0
0345396529,5.0
0440455332,4.6
1860462995,4.0
0679452281,4.15
0811807150,4.5
0393029190,3.7
0385425686,3.0
0312169655,4.5
0785324712,4.5
0449912558,4.1
0934257345,4.5
0312205872,4.15
0670867144,5.0
0805051732,4.5
0449300021,4.3
0684835983,3.9
0440226430,3.8
0385721358,4.05
031231616X,3.85
0764504509,
089480829X,4.15
0767912233,3.9
0971453217,3.5
0971453209,
0785268030,
0743201736,4.0
0894805770,4.15
0440177499,4.0
0553232053,2.0
0312269102,4.5
0062502174,4.35
0688177751,3.75
0345438329,3.75
0345401123,3.15
1593160151,5.0
1593160127,5.0
0451209435,3.75
1551669501,4.75
0375707972,3.6
0618126988,4.2
0060094850,3.3
0060192305,4.0
0142000361,3.65
0872860175,4.25
031219126X,4.25
0020518609,3.95
0345446860,3.55
0446310492,4.6
037348285X,4.5
0515090506,3.7
0399145087,3.75
0812590244,3.4
0963641328,5.0
1574551108,5.0
0879739304,
0965712516,
0670829943,
0060192119,3.95
0836218256,4.45
0898707129,
0805420460,
0140140352,4.3
1575666529,3.5
0312990456,4.2
0440221102,4.5
0316969680,3.7
8807015293,1.75
881787017X,3.55
0449207463,3.0
0689109865,2.5
3518368540,4.0
0312423209,
0141180633,3.3
0140283382,
0786248688,4.5
0773762078,2.5
0884041093,
0884040801,
0786887842,3.65
0450542912,
0192817264,
0751522732,3.5
0091850401,
1853260312,3.45
0140016821,3.9
0440418569,3.8
0786014210,4.0
0441005667,3.7
0553259830,3.5
0312965338,3.3
1888740051,4.0
0061008028,3.5
1931646384,4.5
0399501487,4.0
157566559X,3.5
3423125551,4.0
0060514949,3.3
0425188361,4.0
0066210151,3.35
0395177111,4.55
0375411992,3.65
0060287802,3.75
3442730066,4.25
0394718968,2.5
0192820753,
0671744003,
3596129389,3.05
0915308789,
3423620196,3.4
0743203313,3.9
0425177173,3.6
0425172554,4.35
0440224764,3.85
0553572997,3.9
034543076X,3.9
0380727501,4.0
0312423799,4.25
0743249887,4.25
0316089745,5.0
037542217X,4.55
0345440773,3.4
0440208912,3.1
0061093106,3.1
0373218192,3.7
0515120006,3.7
0515127396,3.5
0345433084,3.55
0345416260,3.95
0385494785,4.35
0385486804,3.95
0385512104,4.15
1555973981,4.0
0451180208,3.6
089587198X,3.5
0198811020,
0525237704,4.2
039914255X,3.2
0340649763,
0440236673,3.75
0553295071,3.05
0316291161,4.45
0449208397,3.85
1590171012,4.0
0060505273,5.0
0752999958,3.5
0702229962,
0679771476,3.65
0684848597,2.5
031215125X,3.8
0064405176,3.95
0684821192,2.75
0061056871,3.25
0590988301,3.5
0883659654,3.5
0440235162,3.8
076790382X,3.8
0330357808,3.15
0425158616,3.8
0676974562,3.85
0307001385,4.75
0595157939,3.5
0702231088,3.5
0140143599,
0062502182,4.05
0060175400,4.2
1573221775,3.8
0913367044,
1888698357,
0913367176,5.0
0933121245,3.5
0312168144,4.25
0451528182,4.25
0671537458,3.6
0786014741,
0517573822,3.9
0877732906,3.0
0743437810,4.3
0385240406,3.95
0060116188,
0394742591,3.5
0517149257,4.5
0374517886,3.75
0850315336,3.0
0312964854,3.35
0743222008,3.85
0684863324,4.15
0618127453,4.5
0884053660,
0812590236,2.8
0515127221,4.1
0425161242,3.85
0451200993,
0679765123,
0312982194,4.25
0451195922,3.9
0425169863,3.9
0345380371,3.65
0446609323,3.65
0316690619,3.35
0446610038,3.85
155143234X,
0891074759,3.5
0449222276,3.55
0440224608,3.75
0451201558,3.6
0061032077,3.6
2253004243,4.25
0679459626,3.75
0812566629,3.7
0816614024,5.0
3518390473,2.0
340414578X,4.0
3596113350,3.15
3453189442,4.0
3462031252,
0671001701,3.9
0782125557,3.5
1555217532,3.5
0843943769,
0553583085,3.9
1892051001,3.15
0805019375,3.6
1587991039,5.0
1587214768,4.0
0802130496,3.5
1857931467,2.5
0380717085,3.9
0380712172,3.0
0380706725,4.0
0767904281,3.0
1558747478,3.75
0440512158,4.9
0130179620,
0273649949,
0072453907,
0130305065,
0130219193,
0028626958,
1884822738,4.0
0140272941,
0375700382,
0006550789,3.75
0140004424,4.25
0812517032,
0385492081,4.05
0451524829,4.05
0877287384,4.5
0465090974,3.7
1931412677,3.0
0670848549,4.0
0684829746,3.7
0425130215,3.9
8420444782,2.0
8489618844,4.0
0061000175,3.7
0312971362,3.65
0061097659,3.6
006017935X,3.5
067976402X,3.9
1558532161,4.15
3125918103,
0064408329,2.0
0743457358,3.8
0743456866,3.5
0440235464,3.25
0312251890,
0440227739,4.75
0345425707,3.5
0765342294,4.6
0451821971,3.85
0670894494,3.95
0060394447,2.4
0385508980,
037541181X,3.15
006093395X,3.7
0385491328,3.9
0345434692,3.75
0553131893,3.6
0374177023,3.5
076790351X,3.45
0452280907,
0425167313,3.6
0316314641,4.0
034540288X,3.6
0061073091,4.5
0786808772,3.8
0553234609,4.2
0553258540,4.3
0802713661,3.5
0440237688,4.45
0679884394,4.0
1582970262,4.0
1566091446,2.5
0553577395,
0671698419,5.0
0425167720,3.65
006105660X,5.0
0609610597,3.65
0446519960,3.65
0374281602,3.35
0140251839,4.0
0399519831,
0425159795,
0140255370,3.5
0394543971,3.0
0060970790,3.85
0156787334,3.55
0448095300,5.0
1569314195,5.0
0060908548,3.0
0028606353,2.5
0316182540,4.05
0553343874,4.0
0881845906,2.5
0446355224,2.0
0061030953,2.0
0316919896,3.6
0553299506,3.65
0446611611,4.0
0446604658,3.85
0553282476,3.8
0449212602,4.25
0684867621,3.55
0451147375,3.0
0345413903,3.9
0451178033,3.65
0590634275,4.0
0330294377,3.9
0061031569,3.4
3257228007,3.95
0553582143,3.9
0743202961,4.25
0060002492,3.6
0399148620,4.0
0786866462,4.4
0679426159,4.05
0671020315,2.55
0316569321,3.75
067169071X,3.8
0679732241,3.55
0451117670,
0451402251,3.5
042513301X,3.6
1558175326,5.0
0449214982,3.0
0515090174,3.5
0515095826,3.5
0515111279,3.6
0671555235,4.0
1570719586,3.25
3492232981,5.0
0553580876,3.85
0385475713,3.95
0345290232,
0345441753,3.85
0425045250,3.5
0689825234,4.75
0553375407,4.25
1863714081,
0151006903,3.1
1931561281,3.25
038080350X,3.0
0679744479,3.9
8401466350,3.5
1562477676,4.5
0789414708,3.0
0425115801,4.15
0345454073,2.75
0312983654,3.7
0671024248,3.8
0553582933,4.2
0671034022,3.95
0440208149,3.9
0451151259,4.05
0375727132,3.8
0446607711,3.6
0765301954,
014029645X,5.0
0445085614,
0345416880,4.0
0312874006,2.9
0028621239,3.9
1593080743,4.5
0380771292,3.85
0805051589,
0312314256,5.0
0445202718,2.5
0316136778,4.0
0385483503,4.2
0590486101,5.0
0060187271,4.5
0385497288,4.25
038548951X,4.4
0345386256,4.0
0879517980,
0131554255,3.0
0679725164,3.6
061830245X,
006015456X,
0312278675,3.95
0060512806,4.0
0060901012,3.75
0060930071,3.25
0060972459,3.55
0805012478,4.0
0060975547,3.7
0375704000,
0609806505,3.55
0965624773,4.0
0060977507,4.0
055326396X,4.15
0812505166,4.25
0440234824,2.35
0393312801,4.05
0446525804,3.65
0446516570,4.25
0312868308,2.5
0380752298,3.35
0345434773,3.75
0786005998,3.5
0385254520,4.25
0060170441,
0590431536,3.5
0712646221,
0749318368,
0515122491,3.8
051512902X,3.95
0812530314,3.0
0552138223,4.5
0515131091,4.05
0380791382,4.35
0091880955,
0563537329,
8401427177,4.0
8435015521,
0140265686,4.0
0140257934,3.9
0140254544,4.05
0446603708,3.35
0446606723,3.5
0451524934,4.4
0679721819,3.85
0345392825,3.8
0060182792,4.5
0393038440,2.0
0737020121,4.0
0679745645,3.55
1569470901,3.5
0671027123,3.65
0375412972,4.0
0449225151,3.75
0590449737,2.5
0892816562,
8440691475,
8466307982,3.4
0765342405,4.0
844062719X,4.0
8420441732,
0345350499,4.3
844507119X,4.15
0689837070,3.75
0671041177,3.5
8466300708,2.5
0312976275,3.9
0767905180,3.75
0743482891,
037383232X,4.5
1551666200,4.5
0373242328,3.8
0373709102,2.5
0517077744,4.25
0449210197,1.75
0373709617,4.0
0373510225,5.0
0373301529,3.0
0373273193,4.25
0373301626,
0373271867,3.5
0373240228,4.05
059035342X,4.45
0373764146,3.5
037325928X,3.0
0446529788,3.4
044652767X,3.5
0743246918,3.5
0373301847,
0373708351,3.9
1551664690,
0789491869,
0373835426,3.0
0373691157,
0373301537,3.0
0373258674,2.5
037330174X,4.0
0312968256,3.0
0451205650,3.4
0316089699,3.85
1551669404,4.2
0373708319,2.75
0373706545,2.5
0373871945,3.0
0671671138,3.75
0449287092,3.0
0671700081,
0821724231,
0380804670,3.35
0812516192,
0425109267,
0380710005,3.5
0553126911,
055320923X,4.5
8880892207,
8806163698,3.5
8807810360,3.65
8466302263,4.0
0140348107,4.2
0884092097,
0884092119,4.5
0803263724,4.0
0060506679,3.7
0375701427,3.7
0553135457,3.5
0812504364,3.35
0380000830,3.1
0380014300,4.05
0895773570,4.25
0330312367,3.95
2277238929,4.0
2743606789,3.25
2253001279,4.9
2253047422,3.6
8806160427,4.5
0553255142,3.5
9500703203,3.85
843760494X,4.65
0345406516,4.0
0312281250,3.45
0385490461,4.0
0060936363,4.1
038082101X,3.7
0849943663,4.5
3453099613,2.5
1574534106,
0380977745,4.0
1558747028,3.75
0618050140,
0312774842,4.0
1579213405,3.0
0671708635,3.5
0812970101,
0375727566,3.45
0373630468,
0671676652,
0553250655,3.5
0399139125,2.0
0553377884,4.2
9679787834,2.35
0609605623,4.0
0451195507,3.85
0061012289,3.0
0451195493,5.0
0061092088,3.6
0425162788,3.2
0451208811,3.7
3404920910,4.35
2070419878,4.5
0345342968,4.3
0192860925,4.15
0812550706,4.4
0553580302,3.9
0441102670,3.95
0441328008,3.6
0441294677,3.75
0441104029,3.85
0345443683,4.0
0061012149,
0890420254,5.0
0345378482,3.8
0671758896,3.7
0345348109,4.2
0451177096,3.9
0778800229,2.5
0345422384,3.65
0441328091,4.3
0684818868,4.2
0525463313,3.0
0812513754,4.0
0812550307,3.9
0812513738,3.9
0312852487,4.25
0765348446,5.0
0765348438,5.0
0812511816,3.95
0871401185,3.75
0394712447,4.15
0671722727,3.85
0385029551,4.65
0070419361,5.0
1929194196,5.0
0553351702,4.1
0285632655,
0804832463,5.0
0375705090,4.4
0312269587,4.1
0099244926,3.6
0340612843,3.5
0413588106,3.85
009945520X,
0702228842,3.0
0880385367,2.5
0812515609,4.05
0451183681,3.7
3502517959,3.15
3442424623,4.25
3310005844,
059525893X,
0425122123,3.9
0812530489,4.15
081257060X,3.5
0446326488,3.5
080410882X,3.55
0446609986,4.0
0375726624,4.35
0892882816,3.0
1577487370,4.35
1578562325,3.6
0385484518,4.3
0060951710,4.0
0060922532,3.85
0786864133,3.75
156836010X,4.0
006251119X,3.5
0440236703,4.0
0671795937,3.2
0345380274,3.6
0440224039,3.5
076790396X,3.4
1572241381,
0345443411,
0192802542,
0060928204,
1592400876,4.25
0140282378,
0435240765,
0316779490,3.85
0767902513,4.2
038531809X,
068815252X,3.1
078686351X,3.1
0375706410,3.75
0753811464,3.35
0452266688,4.25
0340697687,5.0
0130289221,5.0
0806957050,5.0
0517084732,4.0
020530902X,4.6
073520313X,
0130891347,4.0
0465021433,4.25
1565115228,5.0
0380810336,3.7
0809225034,
061819729X,4.0
1565122798,4.0
1581820542,0.5
0425166791,4.5
0452284058,4.0
1564146731,4.5
0767910079,2.5
0486401464,4.0
0880841109,
0811201090,4.25
0140621407,4.2
0140620281,2.5
0201895293,
1585420611,5.0
0553211978,3.5
0553274503,4.1
0440224659,3.9
1841492086,4.0
0345308239,3.7
0330357190,3.15
0413537900,4.1
1860467776,
0671757059,4.0
0671511424,3.35
0425133540,3.75
0743469801,3.95
0590110225,4.5
0835902242,4.0
0425173755,4.15
0451199871,4.2
0963144839,
0373196903,3.5
0373196962,
0671822209,4.3
0064409430,4.35
0380752107,
0425194493,3.85
0531103099,
0380728125,
0671722816,4.35
1563521024,2.75
0312267819,2.5
0842361715,4.25
0446527289,3.45
0743457900,3.9
0394830148,3.8
0345384350,3.8
0060175532,3.5
0811200701,4.15
0671023373,4.5
0679748083,4.55
0830819223,
0425175405,3.85
0380731851,3.85
0749930721,3.9
0380009560,
0345298365,4.0
0380776510,4.05
880781210X,3.8
1570422826,4.0
2070368076,3.8
0312874995,3.5
0425185702,4.15
0886771560,4.0
0684862719,3.9
8585622032,3.75
8570070063,4.5
8532501192,2.5
8485229606,2.5
0552998338,3.1
051748904X,5.0
087226002X,3.5
1855853906,
1850630127,
0385304366,4.0
0385299842,3.5
1555910408,4.0
071411393X,4.5
0713723076,4.5
0486243451,4.0
0684859262,3.2
0684836491,3.45
0671614460,2.25
0345452550,3.75
0399147357,3.5
0740704532,3.75
0836221974,3.4
0836228790,3.15
0836221966,3.85
0836232232,3.5
0345452534,4.0
0312717415,
0316602051,3.8
0688156126,3.7
1552976246,2.0
0440221420,3.85
0553573977,4.1
0684867583,3.25
0451197879,3.6
0380796090,3.9
0446604666,3.85
0312860951,3.65
0340792655,4.25
0061015725,3.8
0593043995,1.5
1855681870,3.75
0553579754,3.85
0425181200,3.6
0451163494,3.3
0425157164,3.3
0449221482,4.0
0316154067,3.55
0312958455,4.0
0515120863,3.5
0553279912,3.8
0345353145,3.7
0553348973,3.7
0446516538,3.2
0440214041,3.8
0679446486,3.75
0802116825,4.0
0846705672,4.5
0841502439,4.5
0380717972,4.5
0312028784,3.5
0807079200,4.5
0878670319,4.5
0896082172,4.0
0226067114,4.0
0393011224,4.5
0060167084,3.75
0415907411,4.0
0472095978,4.5
1565842103,4.0
0385239068,2.5
0525943730,2.5
0802130259,2.5
0877736510,4.0
0151002231,4.5
1895857058,4.0
0525480374,2.5
0812822625,2.5
0890876096,4.0
1560238763,4.0
0062507567,4.0
0553476580,5.0
076071150X,
1561707236,5.0
1561707244,4.9
1561706213,3.8
0525945040,4.1
0743400720,3.9
0553274384,5.0
1880032627,4.2
0915811898,4.5
0385315287,4.2
0440108268,3.8
0440204321,3.75
044020562X,4.0
0446676489,4.75
1577310454,5.0
0140298479,3.75
0694524638,5.0
0912365579,5.0
1882591275,3.75
0811812006,5.0
0809237628,3.5
0809237601,5.0
0806514094,5.0
0786860642,5.0
0671777351,3.8
067084487X,4.75
0821211226,4.75
0062508482,5.0
0912776412,
0892132701,3.5
0553255959,4.0
0385484100,5.0
0140422226,5.0
0062509594,4.8
0446673714,4.0
0062500287,3.35
1577311868,5.0
0062513346,3.85
0030020786,3.5
0133502813,5.0
0716724022,3.5
0525462325,3.0
0060256664,4.15
0794505007,
0786889020,3.45
0786861320,4.0
0688149790,3.8
0671519751,3.75
0399505962,4.0
0812090381,4.5
156305700X,4.0
0889652066,4.65
0140386645,4.0
0345337662,3.9
0345351525,3.7
0553205587,4.55
0449003787,3.65
0867202076,
0716723980,3.5
0765347539,4.6
0965921506,5.0
0471485527,5.0
0765345048,4.45
0385265700,3.7
0156935805,
0713442549,
094547069X,
0486293556,
0020083513,
0140376410,4.1
0452281296,3.35
1573229326,3.35
038072930X,3.65
068483376X,4.1
068484270X,3.75
0316754315,2.85
0671672576,4.0
0679743243,3.65
0151003394,4.0
0385424736,3.85
0060923717,4.25
0671617028,4.35
0440224772,3.95
0345406036,3.7
0871132389,2.75
0345421825,4.2
0061057983,4.0
8817844330,3.0
0373245513,2.75
0525440631,
0373196504,3.75
0425130312,1.0
0373123515,3.75
0373123531,4.0
0375433465,
0380752123,4.75
067170463X,3.85
0671543180,4.0
067170091X,
0671705997,4.0
0671704664,4.0
0373805217,
0671696513,3.0
0373123086,3.35
0140390839,4.45
0373123523,4.0
0821758179,2.75
0380896931,3.95
0971942315,4.3
3455059554,2.0
0553275860,4.1
844140898X,4.0
8432206407,3.75
0739307312,4.0
3423105518,4.35
0812090284,
0590254715,4.0
8478886818,4.0
8477021473,4.0
8420443026,4.0
8440682441,2.75
843396951X,3.4
8440616368,4.15
8474448174,3.5
8420483885,4.0
8434845091,3.0
8484509125,3.35
8484500020,4.0
0449210073,2.5
0446605239,3.85
0553295977,3.95
0380470845,3.7
0380715309,4.15
0553291025,3.85
0812549295,4.1
0440162041,4.3
0671739778,3.8
0679770232,2.75
0312875495,3.5
0553130285,3.75
0440212723,4.1
0061054267,3.15
0553299743,
0671016768,3.95
0553276735,3.0
0786889047,3.75
0380720191,4.1
0380898179,3.35
0345314247,3.85
0671646575,3.8
0060955775,4.0
0679723374,3.0
0716744481,3.5
0395629497,5.0
0140259988,5.0
0743458036,3.0
0441225691,4.0
0671721720,4.0
0679745963,3.5
0671875965,4.6
0142003409,5.0
0671577727,4.5
0451451686,4.05
068486780X,4.0
0743224574,3.8
0671010115,3.9
0671004549,3.75
0375509283,2.75
081297106X,4.25
0312422601,3.95
0802139256,4.0
0553565915,3.55
055356160X,3.9
0439240700,4.15
0345317580,4.0
0345335287,3.45
0345362276,3.75
0373512066,3.5
0812505042,3.9
0486270718,4.1
0140022651,4.2
1558504184,3.25
0590629808,4.4
0590629778,3.75
059046678X,5.0
0671740903,
0671740881,2.5
0380570009,4.45
0451077237,4.0
0807842613,4.5
0345283554,5.0
0345260627,3.15
0345283929,3.6
068808527X,4.25
0929634063,3.95
0898863538,4.5
0679023755,4.0
0394707745,4.0
042516540X,4.0
0671695304,3.75
0515134384,3.5
051512463X,3.55
0671529714,4.25
0671751174,3.85
0671001868,3.6
0345375580,3.55
0671802283,4.0
067166865X,5.0
0553492411,3.5
0590109715,4.25
0590629786,3.65
0590629794,3.65
0439164567,3.85
0590448595,3.9
0590448323,4.0
0590448315,4.0
0553295691,3.9
0553562754,3.35
0515120618,3.9
0971766711,3.45
0201731355,3.75
0380812029,3.55
1551668424,4.0
0553583077,3.45
0804119740,4.5
0446611107,3.1
1551669463,3.6
0821772252,3.4
0060009241,3.6
0380819619,3.75
1551668521,3.9
0312989202,4.1
0451208293,3.5
084395051X,3.5
1551665964,2.25
0843950676,4.0
0451208153,2.25
0060001453,3.7
0060002050,3.75
0373123213,
0843951346,4.0
1551666766,3.65
1551666855,3.85
0451208412,4.35
0061032093,3.7
0312989431,3.6
0446611298,3.5
0843952059,3.65
0380812975,4.25
0345447174,3.25
0553583565,3.9
0804119953,3.15
0843950803,3.85
0553583905,3.4
0373292228,3.0
0060502312,3.5
0743436830,3.95
1551668920,3.75
0060001445,3.35
0451206754,4.0
0440236401,3.65
038081479X,3.65
0843949635,3.75
0843949724,3.2
0821771205,4.25
0312979495,4.5
0440235960,4.15
0380811065,4.05
0440224055,4.3
0140255087,4.15
0684866048,3.5
0688164307,4.0
0060392703,5.0
0671743228,5.0
0385483813,3.5
1556590415,3.0
0399517405,4.5
1885171013,3.5
1583940677,
0804110867,2.85
0446400688,3.4
0425102319,
039304856X,3.0
0399143335,3.1
0962455741,
0441001866,4.1
0441000312,3.7
0515118249,3.95
0743456823,5.0
0312311354,4.5
0671743562,4.0
0385335830,3.85
0743262174,4.1
0515130389,3.65
080411935X,4.0
0142004235,4.3
0515135062,3.95
0595197124,3.0
0689859376,4.35
1563524317,4.0
8421615386,3.0
0140065008,4.5
0156881802,3.5
0006476333,3.5
3257233027,
325723273X,4.5
0743412028,3.8
3442429439,3.7
0061056774,3.3
0425169693,3.55
0452269571,4.1
051513287X,3.95
0618002219,4.5
0553576399,3.65
0451458370,4.2
0441374239,3.1
0887307884,3.9
0252068505,4.0
0804108447,3.8
0671721046,4.35
0441117732,4.0
0553576429,5.0
0915035170,4.75
0060914254,4.5
0441003702,5.0
0886776155,4.5
055329461X,3.3
055357549X,4.05
0553373803,4.3
0060392452,3.9
1568650418,4.65
0451455789,4.3
0963401661,
1566393523,4.0
0153895152,
0345412451,
0590353403,4.5
0671877283,
0941104184,5.0
0380815931,3.95
0930878132,
0932130097,4.0
0312263120,3.7
0446532231,4.15
0806511605,
0007103999,
0671877143,
0886777844,3.8
0875424961,3.7
089281313X,
0877285314,4.0
0765341840,4.15
0380789116,4.5
2877141667,2.0
0312243359,4.3
2742702458,
2253182389,3.75
0385498802,3.75
0141002077,3.5
0394757653,3.65
0812579569,3.95
0898655293,
0449904628,3.7
0831750065,4.5
0446674338,3.6
0449702936,3.75
0449702146,3.5
0449701301,4.5
0449703347,
0590477323,3.5
0449701875,4.0
0590471570,3.5
0449702545,3.85
0156005778,3.5
0375727434,4.0
1550223968,3.8
0312291639,3.65
014043187X,4.25
0425101452,3.95
0192816489,4.0
189251415X,4.0
014018869X,4.4
1401068049,4.15
2070374637,3.9
2890377741,4.5
0375505296,3.0
3423350024,
034536662X,5.0
0553348981,4.35
0486251772,4.25
0671541013,
0684874350,4.2
0451207580,4.5
0446611212,3.85
0316168688,4.05
0452264790,3.3
0679448802,1.75
0425189082,4.0
1566492785,
0553254456,
0553130250,
0451451279,
0441816533,
0879977361,
0671002384,4.0
0380561433,
0879831227,
0425155943,3.75
0553240307,4.65
3257229534,3.95
0553144286,3.6
0440241537,3.8
034538475X,3.6
0671004247,4.0
0671002406,4.25
0671006754,3.5
055327418X,4.1
0345419995,4.05
0345388674,3.0
0345277937,
0671824171,
0441354955,
0879977981,
0441239196,3.0
0671822845,
0880387157,
0451163036,1.0
0394718224,
0345280229,4.5
0875421989,5.0
087100240X,5.0
0874771412,5.0
0886777631,4.0
0425098648,3.9
0061008427,2.75
0425181103,3.85
0786001690,3.5
0380718340,4.05
0451153553,4.05
0142001805,4.2
0380014033,3.85
0553277839,4.25
0375706062,3.95
0060981180,4.0
0061051098,3.5
0425147622,4.0
0451180410,3.65
0425143341,3.85
0446360856,3.8
1593100825,4.0
1591451124,4.5
0800758579,
0812589831,4.35
0451212193,4.0
1593101678,
0312993560,4.4
0373791429,5.0
0373227787,4.0
037327372X,
0373273711,3.0
0380400480,3.7
0964894203,
037327369X,
1551666685,4.4
0778320227,4.3
0553582763,4.0
0425188809,4.25
0425092178,3.9
0345384369,4.1
034539657X,3.75
0020532105,4.6
0671623931,1.5
0020519109,3.35
0425144429,3.65
0345468392,
0312305060,3.8
0743493540,
0821770594,4.2
0310466628,2.9
0446363510,3.0
037329168X,3.5
0440206707,3.0
0425144569,4.3
0821764462,3.75
0451204948,4.0
0486290492,4.35
156619301X,
0060175966,4.05
0399144137,3.75
0743436741,3.4
0330352253,3.75
0609600567,3.25
0786404019,5.0
034545104X,3.15
0394756827,4.4
0300069049,
0399146431,4.1
0312186754,2.5
0312876513,3.45
080901548X,3.5
0803287100,3.0
0879520388,3.9
0520077806,4.0
0295955252,4.0
0824811720,3.0
0385482388,3.65
0312275560,3.0
0820319627,4.25
0767901266,4.4
0385470142,4.0
0870238566,3.5
1558850481,4.0
0679733760,3.75
0395874653,4.0
0399141146,4.0
0375706771,3.85
0451525078,3.15
0679722319,4.35
0553213601,4.75
0679745580,4.1
0679741410,3.9
0679729259,4.0
0452260116,3.65
0812533550,4.75
0020442602,4.4
0312978367,3.6
038079893X,
0061098019,3.6
0425177696,4.0
0812517725,4.25
0380818191,4.4
9721013412,3.5
074346771X,2.75
0399134883,4.15
0316037443,3.0
1878067745,4.65
0399138749,3.8
0571069134,3.5
0811816583,4.5
